claim,evidence,label
Prometheus had extensive phases.,"Prometheus entered production in April 2010 , with extensive design phases during which the technology and creatures that the film required were developed .",SUPPORTS
Hadera is a city.,"Hadera is a city located in the Haifa District of Israel , in the northern Sharon region , approximately 45 kilometers -LRB- 28 miles -RRB- from the major cities of Tel Aviv and Haifa .",SUPPORTS
Here is by a Briton.,"Here is the sixth studio album by American singer and songwriter Alicia Keys .|Alicia Augello Cook -LRB- born January 25 , 1981 -RRB- , known professionally as Alicia Keys , is an American singer , songwriter , record producer , pianist and actress .",REFUTES
Wentworth is from the Southern Hemisphere.,Wentworth may refer to :|The Southern Hemisphere is the half sphere of Earth which is south of the equator .,NOT ENOUGH INFO
Los Angeles has citizens from more than 140 countries.,"Los Angeles -LRB- -LSB- lɒs_ˈændʒəlᵻs -RSB- , Spanish for `` The Angels '' ; -LSB- los ˈaŋxeles -RSB- -RRB- , officially the City of Los Angeles and often known by its initials L.A. , is the cultural , financial , and commercial center of Southern California .|The sovereign citizen movement is a loose grouping of American , Canadian and Australian litigants , commentators , tax protesters , and financial-scheme promoters .|Citizenship is the status of a person recognized under the custom or law as being a legal member of a sovereign state .|Pringles is an American brand of potato and wheat-based stackable snack chips owned by Kellogg 's .",NOT ENOUGH INFO
Andre Agassi won a team event.,"Andre Kirk Agassi -LRB- -LSB- ˈɑːndreɪ_ˈæɡəsi -RSB- born April 29 , 1970 -RRB- is an American retired professional tennis player and former World No. 1 who was one of the sport 's most dominant players from the early 1990s to the mid-2000s .|The Event -LRB- typographically stylized THE EVƎNT -RRB- is an American television series containing elements of science fiction , action/adventure and political allegory .",NOT ENOUGH INFO
Jeff Bezos is a philanthropist.,"Jeff Bezos -LRB- -LSB- ˈbeɪzoʊs -RSB- born Jeffrey Preston Jorgensen ; January 12 , 1964 -RRB- is an American technology and retail entrepreneur , investor , and philanthropist who is best known as the founder , chairman , and chief executive officer of Amazon.com , which is the world 's largest online shopping retailer .",SUPPORTS
Kristen Bell won the lottery.,"Kristen Anne Bell -LRB- born July 18 , 1980 -RRB- is an American actress and singer .|`` The Lottery '' is a short story by Shirley Jackson , written just months before its first publication , in the June 26 , 1948 , issue of The New Yorker .",NOT ENOUGH INFO
Tony Bill directed a film written by Alan Ormsby and he is American.,"He made his directorial debut with My Bodyguard -LRB- 1980 -RRB- , and has since directed movies like Six Weeks -LRB- 1982 -RRB- , Five Corners -LRB- 1987 -RRB- , Crazy People -LRB- 1990 -RRB- , and Flyboys -LRB- 2006 -RRB- .|My Bodyguard is a 1980 American comedy-drama film directed by Tony Bill -LRB- his directorial debut -RRB- , and written by Alan Ormsby .|Gerard Anthony `` Tony '' Bill -LRB- born August 23 , 1940 -RRB- is an American actor , producer , and director .",SUPPORTS
Psychological horror overlaps with psychological thrillers.,"The subgenre frequently overlaps with the related subgenre of psychological thriller , and it often uses mystery elements and characters with unstable , unreliable , or disturbed psychological states to enhance the suspense and horror of the setting and plot and to provide an overall unpleasant , unsettling , or distressing atmosphere .",SUPPORTS
The Best Rock Album was won by Green Day.,"The group has won five Grammy Awards : Best Alternative Album for Dookie , Best Rock Album for American Idiot , Record of the Year for `` Boulevard of Broken Dreams '' , Best Rock Album for the second time for 21st Century Breakdown and Best Musical Show Album for American Idiot : The Original Broadway Cast Recording .",SUPPORTS
Laadla was released on April 17 1994.,"Laadla -LRB- translation : The Beloved Son -RRB- is a Bollywood film released on 17 April 1994 , starring Sridevi , Anil Kapoor and Raveena Tandon .",SUPPORTS
The Fosters is a thriller series.,"The Fosters is an American family drama television series created by Peter Paige and Bradley Bredeweg which first premiered in the United States on June 3 , 2013 on the Freeform -LRB- previously named ABC Family -RRB- television network .",REFUTES
Laurie Hernandez is an American artistic Olympic gymnast.,"Lauren Zoe `` Laurie '' Hernandez -LRB- born June 9 , 2000 -RRB- is an American artistic gymnast .|She competed as a member of the U.S. women 's gymnastics team at the 2016 Summer Olympics , winning gold in the team event and silver on the balance beam .",SUPPORTS
Harald V of Norway married a commoner named Sonja Haraldsen.,"Harald married Sonja Haraldsen in 1968 , with their relationship initially being controversial due to her status as a commoner .",SUPPORTS
Klute was directed by Alan J. Pakula.,"Klute is a 1971 American neo-noir crime-thriller film directed and produced by Alan J. Pakula , written by Andy and Dave Lewis , and starring Jane Fonda , Donald Sutherland , Charles Cioffi , and Roy Scheider .",SUPPORTS
Jennifer Grey was born in 1961.,"Jennifer Grey -LRB- born March 26 , 1960 -RRB- is an American actress .",REFUTES
Outlander is a British-American drama television series.,Outlander is a British-American television drama series based on the historical time travel Outlander series of novels by Diana Gabaldon .,SUPPORTS
Raphael Bob-Waksberg is a person.,"Raphael Matthew Bob-Waksberg -LRB- born August 17 , 1986 -RRB- is an American comedian , writer , producer , and actor .",SUPPORTS
Legion is based on three X-men characters.,Legion may refer to :|The X-Men are a fictional team of superheroes appearing in American comic books published by Marvel Comics .,NOT ENOUGH INFO
Divergent was released on Blu-ray.,"It was released on DVD and Blu-ray on August 5 , 2014 .",SUPPORTS
"Liverpool F.C.'s anthem is ""You'll Never Walk Alone"".",The club 's anthem is `` You 'll Never Walk Alone '' .,SUPPORTS
Lincoln Motor Company was profitable when it first started.,The Lincoln Motor Company -LRB- also known simply as Lincoln -RRB- is a division of the U.S.-based Ford Motor Company that sells luxury vehicles under the Lincoln brand .|It or IT may refer to :,NOT ENOUGH INFO
The Narrows is a film produced by Warner Brothers.,__ NOTOC __|Warner Bros. .|Warner Bros. .,NOT ENOUGH INFO
Steve Buscemi has been in many Coen brothers films.,"He is also known for his appearances in many films by the Coen brothers : Miller 's Crossing , Barton Fink , The Hudsucker Proxy , Fargo , and The Big Lebowski .",SUPPORTS
Marcus Rashford was born in 1997.,Marcus Rashford -LRB- born 31 October 1997 -RRB- is an English professional footballer who plays as a forward for Premier League club Manchester United and the England national team .,SUPPORTS
The Czech Republic has a low unemployment rate compared to most EU member countries.,It has the lowest unemployment rate of EU members .,SUPPORTS
Saddam Hussein was born in 1937.,"Saddam Hussein Abd al-Majid al-Tikriti -LRB- Arabic : صدام حسين عبد المجيد التكريتي ; 28 April 1937 -- 30 December 2006 -RRB- was the fifth President of Iraq , serving in this capacity from 16 July 1979 until 9 April 2003 .",SUPPORTS
The National Library of India is only located outside of a country in South Asia.,"The National Library on the Belvedere Estate in Alipore , Kolkata , is the largest library in India by volume and India 's library of public record .",REFUTES
Got a Girl is an American musical duo.,Got a Girl is an American musical duo consisting of actress Mary Elizabeth Winstead and music producer Dan the Automator that formed in 2012 .,SUPPORTS
No Escape was released in 2015.,"No Escape is a 2015 American action film directed by John Erick Dowdle , who co-wrote the screenplay with his brother , Drew Dowdle .",SUPPORTS
The Academy Honorary Award is given to celebrate stunt performers that are not covered by existing Academy Awards.,"The Academy Honorary Award -- instituted in 1948 for the 21st Academy Awards -LRB- previously called the Special Award , which was first presented in early 1929 -RRB- -- is given annually by the Board of Governors of the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- to celebrate motion picture achievements that are not covered by existing Academy Awards , although prior winners of competitive Academy Awards are not excluded from receiving the Honorary Award .|The Academy Honorary Award -- instituted in 1948 for the 21st Academy Awards -LRB- previously called the Special Award , which was first presented in early 1929 -RRB- -- is given annually by the Board of Governors of the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- to celebrate motion picture achievements that are not covered by existing Academy Awards , although prior winners of competitive Academy Awards are not excluded from receiving the Honorary Award .|A stunt performer , often referred to as a stuntman , stuntwoman , or daredevil , is someone who performs dangerous stunts , often as a career .|The Academy Honorary Award -- instituted in 1948 for the 21st Academy Awards -LRB- previously called the Special Award , which was first presented in early 1929 -RRB- -- is given annually by the Board of Governors of the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- to celebrate motion picture achievements that are not covered by existing Academy Awards , although prior winners of competitive Academy Awards are not excluded from receiving the Honorary Award .",NOT ENOUGH INFO
Pamela Anderson is a communist.,"Pamela Denise Anderson -LRB- born July 1 , 1967 -RRB- is a Canadian American actress and model known for her roles on the television series Home Improvement , Baywatch and V.I.P. .|In political and social sciences , communism -LRB- from Latin communis , `` common , universal '' -RRB- is the philosophical , social , political , and economic ideology and movement whose ultimate goal is the establishment of the communist society , which is",NOT ENOUGH INFO
"Each month, Wikipedia has nearly 500 million visitors.","Overall , Wikipedia consists of more than 40 million articles in more than 250 different languages and , , it had 18 billion page views and nearly 500 million unique visitors each month .",SUPPORTS
Tanzania uses English.,Swahili and English are Tanzania 's official languages .,SUPPORTS
Michael C. Hall won a Golden Globe Award.,"In 2010 , Hall won a Golden Globe Award and a Screen Actors Guild Award for his role in Dexter .",SUPPORTS
Paul Newman has won several championships in open wheel IndyCar racing.,"Despite being colorblind , Newman won several national championships as a driver in Sports Car Club of America road racing , and his race teams won several championships in open wheel IndyCar racing .",SUPPORTS
Louise Simonson is American.,"Louise Simonson -LRB- born Mary Louise Alexander ; born September 26 , 1946 -RRB- is an American comic book writer and editor .",SUPPORTS
Portia de Rossi lost the Screen Actors Guild Award in 1999.,She is also known for her roles as lawyer Nelle Porter on the American television series Ally McBeal -- for which she won a Screen Actors Guild Award in 1999 -- and as Lindsay Fünke on the American television sitcom Arrested Development .,REFUTES
